Size,Amount(in rupees),location,Floor,Transaction,Furnishing,Bathroom,Balcony
1,55,67,2,2,3,2,0
1,74,67,25,2,3,2,2
2,100,67,2,2,2,2,0
2,120,67,11,2,2,3,0
2,140,67,9,2,0,2,0
2,190,67,10,2,0,2,0
1,32,67,3,2,0,1,0
1,30,67,1,2,0,1,0
3,180,67,20,1,2,2,0
2,53,67,4,2,3,2,1
1,33,67,2,2,2,1,1
1,114.99999999999999,67,5,1,3,1,1
2,50,67,2,2,3,2,0
2,140,67,16,1,3,2,1
1,61,67,10,1,3,2,0
1,62,67,12,1,3,2,0
2,75,67,15,2,2,2,0
1,26,67,6,2,3,1,0
3,350,67,15,1,3,3,1
2,195,67,19,2,2,2,2
1,47,67,6,2,3,1,0
3,160,67,4,2,2,3,0
3,295,67,12,1,3,2,1
2,60,67,11,2,3,2,0
1,35,67,1,2,1,1,0
1,52,67,16,2,2,2,3
1,20,67,3,2,0,1,0
1,48,67,10,2,3,2,0
1,45,67,4,2,3,1,1
2,95,67,9,2,3,2,1
2,64,67,4,2,2,1,0
1,57,67,17,1,3,2,3
2,130,67,30,2,2,2,4
1,24.1,67,5,1,3,2,1
3,210,67,24,2,3,3,0
2,88,67,2,2,2,2,0
1,42,67,12,2,3,1,0
2,83,67,10,1,3,2,1
2,62,67,2,2,2,2,0
1,88,67,24,2,2,2,0
1,22,67,2,2,3,1,0
1,36.5,67,2,2,2,1,2
2,55,67,2,1,3,2,1
3,155,67,26,2,3,2,2
3,130,67,5,2,3,3,3
1,10,67,2,2,3,1,0
2,125,67,3,2,1,2,1
4,375,67,10,2,2,4,0
1,22,67,1,2,3,2,3
2,80,67,9,1,3,2,3
1,27,67,4,2,3,1,0
1,36,67,3,2,2,1,0
1,23,67,6,2,3,1,2
3,180,67,12,2,2,3,0
3,170,67,27,2,3,3,0
4,490.00000000000006,67,18,1,3,4,6
1,72,67,8,2,2,1,1
2,100,67,1,2,2,2,2
1,40,67,0,2,3,2,0
2,32.6,67,5,1,3,2,2
4,179,67,16,2,3,3,3
1,85,67,5,2,2,2,0
1,102,67,3,2,3,2,1
2,42,67,8,2,3,2,1
3,145,67,10,2,3,2,0
2,135,67,2,2,2,2,2
1,90,67,12,2,1,2,0
2,103,67,16,2,3,2,1
1,34,67,5,2,3,1,2
2,104,67,17,2,3,2,1
2,108,67,5,1,3,2,3
1,30,67,1,2,2,1,3
2,100,67,2,2,2,2,0
2,105,67,19,2,3,2,1
2,46,67,12,2,3,2,0
1,15,67,0,2,3,1,0
3,270,67,8,2,3,3,3
2,85,67,2,2,1,2,0
3,229.99999999999997,67,6,2,3,3,4
1,27.5,67,7,2,3,1,2
2,107,47,13,2,3,2,2
2,90,47,2,2,3,2,0
1,22,47,2,2,3,1,0
3,385,47,0,2,3,3,2
1,56,47,12,2,3,2,0
1,56,47,12,2,3,2,0
1,56.5,47,5,2,3,1,0
1,57,47,12,2,3,2,0
1,57,47,8,2,3,2,0
1,60,47,12,2,3,2,0
3,145,47,15,2,3,3,3
2,89,47,4,2,2,2,3
4,425,47,9,1,3,3,3
4,400,47,18,1,3,4,4
2,110.00000000000001,47,8,2,3,2,2
4,129,47,33,1,3,5,3
1,48,47,6,2,3,1,0
1,48,47,3,2,3,1,0
1,48,47,7,2,3,1,0
2,165,47,0,1,3,2,2
1,32.5,47,1,2,2,1,0
1,49,47,1,2,3,1,0
1,72,47,2,2,3,1,0
2,105,47,2,2,3,2,2
2,50,47,1,2,2,2,2
2,220.00000000000003,47,15,2,1,2,3
3,375,47,2,2,1,3,1
1,30,47,1,2,3,2,0
2,102,47,9,1,2,2,2
1,27,47,2,2,2,1,1
1,42,47,0,2,3,1,2
1,55,47,3,2,2,2,1
1,47,47,1,2,2,1,3
1,53,47,5,1,3,2,1
2,104,47,15,2,3,2,3
1,20,47,2,2,3,1,0
1,43,47,1,2,3,1,3
2,60,47,3,2,2,2,2
3,285,47,0,1,3,3,3
1,60,47,3,2,3,1,0
1,58,47,5,2,3,1,0
3,98,47,1,2,3,2,3
3,75,47,4,2,1,3,0
2,77,47,6,2,3,2,0
2,66,47,11,1,3,2,0
2,68,47,16,2,3,2,0
2,150,47,6,2,3,2,2
2,67.5,47,10,2,3,2,3
2,67,47,10,2,3,2,3
1,70,47,2,2,2,1,2
2,60,47,3,2,2,2,1
2,160,47,6,2,3,2,3
2,105,47,7,2,2,2,0
2,87.5,47,3,2,2,2,0
3,187,47,21,2,3,2,2
3,202.99999999999997,47,0,2,3,2,2
2,70,47,5,2,2,2,0
3,320,47,18,2,3,3,2
2,56,47,2,2,3,2,2
1,34,47,3,2,3,1,0
3,138,47,3,2,3,3,5
2,200,47,20,2,2,2,2
1,25,47,1,2,3,1,0
2,92,47,1,2,3,2,1
2,165,47,6,2,3,2,0
3,130,47,4,2,3,3,3
3,105,47,9,2,2,3,3
1,47,47,9,2,2,1,0
3,120,47,7,2,3,3,5
1,28,47,2,2,3,1,2
2,160,47,7,2,3,2,2
1,55,47,1,2,3,1,1
3,150,47,5,2,2,3,4
2,130,47,5,2,3,2,1
3,450,47,16,1,3,3,4
2,90,47,1,2,2,2,2
4,430,47,17,2,3,4,4
2,76,47,5,2,3,2,3
2,110.00000000000001,47,7,2,3,2,3
2,105,47,5,2,3,2,2
2,40,47,1,2,3,1,0
1,36,47,3,2,0,1,0
3,185,47,14,2,3,3,0
3,175,47,10,2,3,3,2
2,210,47,25,2,3,2,2
1,31,47,4,2,3,2,2
1,72,47,1,2,2,1,3
3,217,47,5,2,3,2,1
2,130,47,14,2,3,2,2
1,75,47,4,2,3,1,0
2,250,47,9,2,3,2,2
2,50,47,3,2,3,1,2
2,135,47,9,1,3,2,0
2,139,47,5,2,3,2,0
2,140,47,20,2,3,2,0
2,140,47,20,2,3,2,0
2,140,47,7,2,3,2,0
2,145,47,10,2,3,2,0
1,80,47,6,2,1,1,1
2,44,47,12,2,3,2,0
1,65,47,7,2,3,1,0
2,95,47,6,2,2,2,4
1,80,47,7,2,2,1,1
5,440.00000000000006,47,12,2,1,4,5
2,88,47,7,2,3,2,2
2,105,47,2,2,3,2,2
2,55,47,1,2,3,2,2
1,65,47,7,2,3,1,1
1,35,47,3,2,3,1,0
1,36,47,3,2,2,2,2
5,325,47,2,2,2,6,2
1,26,47,1,2,3,1,1
3,130,47,10,2,3,3,3
2,155,47,11,2,3,2,1
2,109.00000000000001,47,3,1,3,2,0
2,109.00000000000001,47,4,1,3,2,0
2,112.99999999999999,47,8,1,3,2,0
2,114.99999999999999,47,2,2,3,2,0
1,33,47,7,2,3,1,0
1,72,47,10,2,3,1,3
2,90,47,1,2,1,2,0
2,95,47,0,2,3,1,0
2,87.8,47,8,2,3,2,5
2,80,47,0,2,3,2,2
2,47,47,0,1,2,2,3
3,345,47,5,2,3,3,3
2,112.00000000000001,47,11,2,3,2,0
1,48,47,1,2,2,1,3
2,130,47,12,2,2,2,2
2,125,47,0,2,2,2,2
2,76,47,0,1,3,2,3
2,90,47,0,2,3,2,1
2,84,47,5,2,2,2,0
4,300,47,14,2,3,4,1
2,105,47,4,2,3,2,0
2,105,47,3,2,3,2,0
4,170,47,9,2,3,3,4
2,80,47,1,2,3,2,0
1,40,47,3,2,0,1,0
2,270,47,24,2,2,2,2
2,88,47,9,2,3,2,1
1,68,47,5,2,3,2,1
2,137,47,6,2,1,2,0
2,114.99999999999999,47,10,2,3,2,3
1,55,47,7,2,3,2,0
3,180,47,7,2,3,3,4
2,75,47,3,2,3,2,4
2,107,47,7,2,3,2,3
2,35,47,2,2,3,2,3
1,33,47,1,2,3,1,3
2,325,47,4,2,1,2,0
1,69,47,13,2,1,1,3
1,46,47,3,2,3,1,0
2,98,47,4,2,1,2,1
1,36,47,2,2,3,1,2
1,60,47,9,2,2,2,0
1,78,47,2,2,3,1,1
1,45,47,0,2,3,1,2
1,60,47,0,2,3,1,2
1,18,47,1,2,3,1,0
2,110.00000000000001,47,12,2,3,2,2
2,90,47,1,2,2,2,0
3,170,47,0,2,3,3,3
1,65,47,0,2,3,2,2
1,43,47,0,2,3,1,2
1,22.5,47,1,2,3,1,1
1,42,47,4,2,3,1,0
1,55,47,14,2,3,2,3
2,165,47,2,1,3,2,2
2,92,47,2,2,3,2,2
1,65,47,3,2,2,1,0
3,80.5,47,2,2,3,3,1
1,30,47,4,2,3,1,0
2,59,47,2,2,3,2,0
3,114.99999999999999,47,3,2,3,2,4
4,600,47,18,2,3,4,5
1,65,47,10,2,2,2,0
2,94,47,2,2,3,2,2
1,50,47,1,2,3,1,1
3,195,47,18,2,3,2,5
2,40,47,4,2,2,2,0
2,145,47,10,2,3,2,3
2,92,47,0,2,3,2,2
2,80,47,2,2,3,2,0
2,125,47,7,2,3,2,2
1,27,47,2,2,2,1,0
2,52,47,6,2,3,2,2
2,76,47,3,2,3,2,2
1,36,47,1,2,3,2,0
2,180,47,7,2,1,2,0
2,160,47,5,2,2,2,0
2,88,47,7,2,1,2,3
2,35,47,0,2,3,2,0
2,160,47,9,2,2,2,2
2,85,47,4,2,3,2,0
2,137,47,6,2,3,2,3
2,175,47,5,2,2,2,2
2,110.00000000000001,47,13,2,3,2,3
2,98,47,17,2,3,2,3
1,55,47,9,2,3,1,2
3,135,47,5,2,2,3,0
1,39,47,3,2,3,2,0
1,45,47,2,2,3,1,0
2,99,47,2,2,3,2,2
1,65,47,3,2,2,1,0
1,35,47,3,2,3,1,0
3,150,47,2,2,3,3,0
2,125,47,3,2,3,2,0
2,129,47,17,2,3,2,0
1,93,47,10,2,3,1,2
3,145,47,0,2,3,3,4
1,60,47,10,1,2,1,0
2,105,47,4,2,3,2,2
1,42,47,4,2,3,2,2
2,140,47,20,1,2,2,3
1,83,47,7,2,3,1,1
2,79.9,47,4,2,3,2,4
3,160,47,1,2,3,2,0
3,185,47,20,1,2,3,3
2,80,47,10,2,3,2,3
1,25,47,3,2,2,1,0
1,21.5,47,2,2,3,1,0
2,129,47,15,2,3,2,1
2,130,47,20,2,2,2,3
2,315,47,7,2,1,2,2
3,142,47,10,2,2,2,4
2,42,47,1,2,2,1,1
2,85,47,10,2,3,2,0
2,85,47,9,2,3,2,0
3,260,47,1,2,2,3,0
3,450,47,0,2,2,3,3
2,125,47,4,2,1,2,3
3,135,47,3,2,3,3,3
2,65,47,3,2,3,2,2
1,64,47,3,2,2,1,2
1,45,47,4,1,3,1,0
3,160,47,8,2,3,3,0
3,162,47,9,1,3,3,0
2,135,47,18,2,2,2,3
1,55,47,9,2,2,1,1
1,39,47,4,2,3,1,0
1,78,47,1,2,1,1,2
2,138,47,0,2,1,2,3
1,67,47,15,2,3,2,3
1,22,47,3,2,3,1,0
2,186,47,9,2,2,2,2
2,65,47,2,2,3,2,0
1,30,47,3,2,3,1,1
2,53,47,4,2,2,2,4
2,65.5,47,3,2,3,2,0
1,30,47,2,2,2,2,0
2,90,47,1,2,3,2,0
2,158,47,8,2,1,2,2
2,80,47,22,1,3,2,0
2,160,47,25,2,3,2,2
1,40,47,2,2,0,1,0
1,68,47,1,2,0,1,0
3,399,47,12,2,3,3,4
2,130,47,1,2,0,2,0
2,140,47,2,2,0,2,0
2,55,47,3,2,0,1,0
3,105,47,1,2,3,3,2
3,110.00000000000001,47,11,1,3,3,5
1,60,47,6,2,2,1,1
1,50,47,3,2,1,2,3
1,67,47,6,2,1,2,0
2,150,47,10,2,1,2,3
1,65,47,7,2,1,2,2
2,65,47,19,2,3,2,2
1,52,47,3,2,3,1,3
1,80,47,14,2,2,2,0
2,84,47,5,2,3,2,0
2,85,47,7,2,3,2,0
2,114.99999999999999,47,6,2,2,2,0
2,125,47,9,2,3,2,0
2,130,47,9,2,2,2,0
2,130,47,7,2,3,2,0
2,130,47,7,2,2,2,0
2,95,47,11,2,3,2,0
2,95,47,2,2,3,2,0
1,39,47,4,2,3,1,0
2,85,47,1,2,1,1,0
3,229.99999999999997,47,16,2,3,3,2
2,80,47,2,2,3,2,2
2,55,47,5,2,2,2,0
3,125,47,2,2,1,3,4
2,130,47,1,2,0,2,0
1,60,47,1,2,3,1,1
2,153,47,9,2,3,2,2
2,98,47,13,2,2,2,0
2,92,47,5,2,3,2,0
2,49,47,1,2,3,2,3
2,125,47,2,2,1,2,0
1,37,47,8,2,2,1,1
3,173,47,8,2,3,3,3
3,150,47,8,2,3,3,3
2,120,47,2,2,0,2,0
3,360,47,11,2,0,3,0
4,162,47,6,2,0,4,0
4,949,47,15,2,0,4,0
2,200,47,4,2,0,2,0
1,85,47,1,2,3,1,0
1,45,47,2,2,0,1,0
2,66,47,6,2,0,2,0
1,52,47,3,2,0,1,0
2,47,47,0,2,0,1,0
1,40,47,3,2,0,1,0
1,180,47,3,2,0,2,0
1,95,47,0,2,0,1,0
2,52,47,3,2,3,1,1
2,105,47,15,2,3,2,3
3,450,47,25,2,3,3,2
2,87.5,47,0,2,3,2,3
1,47,47,1,2,3,1,0
2,95,47,11,2,3,2,0
1,60,47,5,1,3,2,2
2,83,47,2,2,2,2,0
1,50,47,4,2,1,1,1
1,25,47,2,2,2,1,0
3,250,47,10,2,2,3,2
2,86,47,2,2,3,2,0
2,85,47,5,2,3,2,0
1,65,47,3,2,2,1,0
2,112.00000000000001,47,6,2,3,2,0
1,37,47,4,2,3,1,0
1,38,47,0,2,3,1,1
2,85,47,5,2,3,2,0
1,79,47,1,2,1,1,1
2,40,47,3,2,2,2,0
1,40,47,6,2,2,1,3
1,54,47,4,2,1,2,0
2,45,47,3,2,3,2,2
2,60,47,1,2,2,2,0
2,85,47,11,2,3,2,0
2,100,47,4,2,3,2,0
1,65,47,4,2,3,1,1
1,60,47,7,2,3,1,3
2,75,47,4,2,3,2,2
2,210,47,0,2,2,2,2
1,58,47,5,2,2,1,2
2,60,45,3,2,1,2,1
3,90,45,5,2,3,3,2
2,45,45,4,2,3,2,2
3,75,45,2,1,2,3,3
2,51,45,3,2,2,2,0
2,55,45,2,2,1,2,1
3,65,45,4,2,1,2,0
2,48,45,1,1,1,2,2
2,50,45,1,2,1,2,0
2,52,45,1,2,1,2,2
2,35,45,3,2,2,2,0
5,152,45,0,1,3,5,0
4,180,45,0,1,3,4,0
2,45,45,2,2,2,2,2
2,48.2,45,0,1,3,2,0
3,135,45,3,2,1,3,4
1,10,45,1,2,2,1,0
2,25,45,2,2,3,2,0
3,75,45,5,1,2,3,3
2,29.5,45,2,1,2,2,3
2,37.5,45,0,2,2,2,2
2,24,45,0,2,3,2,2
2,45,45,2,2,2,1,0
3,35,45,2,2,2,3,1
2,37,45,3,2,2,2,2
2,53,45,3,2,2,2,4
2,45,45,5,2,1,2,2
2,22,45,4,2,1,2,0
4,240,45,3,1,3,4,3
5,150,45,0,1,3,5,0
3,126,45,0,1,3,3,0
2,51,45,1,2,3,2,2
3,70,45,5,2,2,2,1
3,50.1,45,4,1,3,3,2
3,50.3,45,5,1,3,3,1
2,65,45,1,2,1,2,0
1,28,45,1,2,3,1,1
2,60,45,1,2,2,2,4
1,26.5,45,1,2,1,1,2
2,40,45,3,2,3,2,2
4,60,45,1,2,2,4,0
3,56.7,45,4,1,2,3,2
3,181,45,2,2,1,4,4
2,23.5,45,4,2,3,2,2
2,31,45,4,1,3,2,2
3,75,45,5,1,2,3,3
2,42,45,2,2,2,3,3
3,49.4,45,1,1,3,3,1
2,35,45,2,2,3,2,2
1,27,45,1,2,3,1,0
2,72,45,3,1,3,2,2
2,28,45,5,2,3,2,3
2,50.6,45,1,2,2,2,3
3,50,45,1,2,3,2,0
4,95,45,2,2,2,2,0
3,68,45,4,2,2,3,0
2,45,45,1,2,2,2,2
2,32,45,3,2,2,2,1
2,55,45,1,2,1,2,4
2,23,45,3,2,3,2,1
2,44,45,2,2,3,2,0
3,100,45,4,2,3,3,2
3,45,45,15,2,1,2,0
2,41,45,2,2,3,2,0
2,35,45,1,2,3,2,3
3,35,45,3,2,3,2,0
2,45,45,3,2,2,2,2
2,60,45,5,2,2,2,1
2,40.9,45,2,1,2,2,2
2,46,45,2,2,3,2,4
2,42,45,2,1,3,2,2
2,35,45,4,2,3,2,0
2,46,45,1,2,3,2,0
3,65,45,2,2,1,3,3
2,35,45,4,2,2,2,1
3,70,45,2,2,2,3,4
3,51,45,3,1,3,3,3
3,125,45,2,1,3,3,3
2,70,45,2,2,3,2,1
2,42,45,1,2,2,2,0
2,55,45,6,2,3,2,1
3,60,45,5,1,2,3,1
2,49,45,1,2,3,2,2
2,48,45,2,2,1,2,2
3,82,45,3,1,3,3,2
3,81,45,5,2,3,2,0
3,56.5,45,2,2,3,3,2
3,60,45,3,2,2,3,3
2,52,45,7,2,1,1,1
2,22.5,45,1,2,3,1,0
3,75,45,6,1,2,3,3
2,43,45,2,1,3,2,2
2,44,45,3,1,3,2,2
2,27,45,3,2,3,1,4
3,65,45,2,1,3,3,2
2,23,45,3,2,3,2,2
2,32,45,2,2,1,2,2
2,22,45,2,2,3,1,1
2,37,45,5,2,1,2,0
2,37,45,3,1,3,2,2
2,38,45,2,1,3,2,2
2,37,45,1,2,2,1,2
2,38,45,2,1,3,2,2
3,60,45,2,2,1,2,3
2,46,45,4,2,2,2,0
2,40.5,45,3,1,2,2,2
4,85,45,3,2,1,2,0
3,85,45,5,2,2,3,3
3,55,45,4,2,3,2,3
2,21.2,45,2,1,3,2,2
3,72,45,7,2,2,3,3
2,26,45,5,2,2,2,3
3,70,45,7,2,2,3,3
3,85,45,4,2,3,3,0
3,55.3,45,5,1,3,3,3
2,43,45,3,2,3,2,2
3,49.4,45,1,1,3,3,1
2,47.8,45,0,1,3,2,0
2,60,45,2,2,2,2,3
2,60,45,2,2,3,2,2
3,35,45,5,2,3,3,0
3,120,45,1,2,1,3,2
2,78,45,0,1,2,2,2
2,38,45,3,2,1,1,0
2,36,45,4,2,3,2,1
2,48.5,45,2,2,2,2,3
2,50,45,3,2,1,2,0
2,46,45,4,2,2,2,2
2,41,45,1,2,2,2,2
2,27,45,2,2,3,2,1
1,21,45,3,2,3,1,0
3,114.99999999999999,45,5,2,3,3,3
2,75,45,3,2,3,2,2
2,38,45,3,2,3,2,0
2,53.3,45,3,1,2,2,2
2,62,45,3,2,3,2,2
2,56.4,45,13,1,1,2,2
4,112.00000000000001,45,2,2,2,4,3
2,48,45,2,1,3,2,2
3,50,45,7,2,3,3,3
1,25,45,1,2,3,1,1
3,75,45,3,2,3,3,2
2,35,45,5,2,2,2,2
2,35,45,3,2,1,2,2
3,87,45,3,2,2,3,2
3,85,45,1,1,3,3,3
3,40,45,3,2,3,2,2
2,31,45,1,2,2,1,0
2,40,45,0,2,3,2,1
2,50,45,5,2,2,2,2
4,250.99999999999997,45,5,2,3,4,3
2,45,45,1,2,2,2,2
2,15,45,0,2,3,1,2
2,46,45,1,2,3,2,2
3,64.7,45,4,2,0,3,0
2,39.9,45,2,2,0,1,0
2,30,45,1,2,0,2,0
2,65,45,3,1,2,2,2
2,50,45,1,2,1,2,0
3,50,45,2,1,2,3,3
2,50,45,3,2,2,2,3
2,95,45,2,1,2,2,2
3,73,45,5,1,2,3,3
3,70,45,7,1,3,3,3
2,51,45,6,1,3,2,3
2,77,45,1,2,2,2,2
3,60,45,5,1,2,3,0
2,42,45,5,1,3,2,2
2,55,45,2,2,2,2,2
2,47.5,45,1,1,2,2,2
2,24,45,0,2,3,2,1
2,45,45,1,2,2,1,2
2,45,45,4,2,3,2,2
2,33.6,45,1,2,2,2,3
3,135,45,4,1,2,2,3
3,53,45,1,1,3,3,2
2,38,45,2,2,3,2,1
3,85,45,3,1,3,3,3
2,75,45,2,2,2,2,0
3,85,45,4,2,2,3,2
3,56,45,1,1,2,3,2
2,29,45,1,1,3,2,2
2,36,45,5,2,1,2,1
2,40,45,1,2,3,2,0
2,22,45,1,2,2,1,2
2,30,45,4,1,3,2,2
2,55,45,3,1,3,2,1
3,85,45,2,1,3,3,3
3,100,45,3,1,3,3,3
2,50,45,2,2,0,2,0
2,32,45,3,2,3,2,1
2,18,45,1,2,3,1,0
3,49,45,2,2,3,3,2
2,30,45,2,2,3,2,3
2,35,45,2,2,2,2,0
2,40,45,3,2,2,2,0
2,50,45,0,2,1,2,0
1,35,45,0,2,2,1,0
3,125,45,2,1,3,3,3
2,60,45,4,1,3,2,2
3,75,45,2,1,3,3,3
3,36,45,1,1,2,3,1
3,50,45,3,2,2,2,0
3,105,45,4,2,3,2,3
2,42,45,1,2,3,2,0
3,57.1,45,3,1,2,3,2
2,48,45,2,2,2,1,0
2,36,45,4,1,3,2,2
2,57.9,45,5,1,2,2,1
1,40,45,1,2,3,1,0
2,38,45,1,2,3,2,2
3,70,45,1,2,2,2,2
2,61,45,0,1,2,2,2
2,59.8,45,4,1,2,2,1
1,25,45,2,2,3,1,1
3,87,45,4,2,3,3,2
3,160,45,7,2,3,3,2
3,110.00000000000001,45,3,2,3,3,1
3,130,45,2,2,3,3,2
2,35,45,2,2,3,2,2
3,60,45,5,2,3,3,3
2,55,45,1,2,2,2,0
3,62,45,2,2,3,3,3
2,26.5,45,2,2,3,2,2
2,36,45,4,1,2,2,3
2,60.1,45,4,1,2,2,1
3,107,45,13,2,2,3,3
2,45,45,3,1,3,2,3
2,22,45,3,2,3,2,0
2,60,45,2,2,1,2,1
2,55,45,1,2,2,2,0
2,45,45,3,2,2,2,0
2,48,45,5,2,3,2,1
3,140,45,1,1,3,3,3
2,55,45,2,2,2,2,2
4,225,45,0,1,1,4,4
2,28,45,1,2,3,2,1
2,47,45,4,2,3,2,2
2,30,45,2,2,3,2,0
2,65,45,2,1,3,2,2
3,82,45,3,2,1,3,0
2,46,45,2,1,2,2,2
1,30,45,2,2,0,2,0
2,62,45,1,2,0,2,0
2,55,45,2,2,2,2,0
2,50,45,2,1,2,2,2
3,110.00000000000001,45,8,2,3,3,2
2,31,45,3,2,3,2,1
2,45,45,3,2,2,2,3
3,70,45,1,2,2,2,2
2,27,45,1,2,3,2,2
2,40,45,3,2,2,2,3
3,120,45,1,2,2,3,2
3,125,45,1,2,3,3,3
3,70,45,4,2,1,2,2
2,30,45,2,2,2,2,0
3,75,45,3,2,2,2,2
2,62,45,4,2,3,2,2
2,80,45,0,2,2,2,2
3,70,45,2,1,2,3,3
3,49.4,45,1,1,3,3,1
3,65,45,3,2,3,3,2
2,42,45,2,2,2,2,2
2,55,45,0,2,2,2,0
1,16,45,3,2,3,1,1
2,20,45,4,2,3,1,1
2,58,45,3,2,3,2,2
2,42,45,1,2,2,2,2
2,56.5,45,4,2,3,2,1
3,47,45,5,2,3,2,3
2,16,45,4,2,3,2,2
3,114.99999999999999,45,5,2,3,3,2
2,39,45,1,2,2,2,1
3,120,45,3,1,3,3,3
3,90,45,3,2,3,2,0
3,60,45,5,2,3,2,0
3,37.7,45,1,2,3,3,0
2,45,45,3,2,2,2,2
2,95,45,2,1,2,2,2
2,50,45,1,2,1,2,0
2,48,45,4,2,1,2,4
3,140,45,2,2,2,3,2
3,48.6,45,1,1,3,3,1
2,58,45,4,2,3,2,3
2,38,45,3,2,3,1,2
3,95,45,3,2,3,3,0
2,34,45,4,2,2,2,0
2,55,45,2,2,1,2,0
2,55,45,2,2,3,2,2
3,30,45,2,2,2,2,1
2,49.9,45,1,1,2,2,3
2,28,45,4,2,3,2,2
3,54,45,2,2,3,2,2
3,40,45,4,1,3,2,3
2,47,45,3,2,3,2,1
2,41,45,3,2,2,2,2
1,95,45,2,2,2,1,0
2,20,45,4,2,3,1,2
4,134,45,2,2,3,4,1
1,10,45,0,2,3,1,1
2,36,45,4,1,3,2,3
2,50,45,3,2,3,2,1
2,45,45,1,2,3,2,3
2,55,45,1,2,2,2,0
1,16,45,1,2,3,1,1
2,35,45,2,2,2,2,3
2,24,45,1,2,3,2,1
3,55,45,6,2,3,2,3
2,56.1,45,2,1,3,2,2
3,51,45,1,2,2,3,2
3,45,45,4,1,3,2,3
2,281,43,20,1,3,2,1
2,165,43,8,2,3,2,0
4,1100,43,23,2,2,3,1
2,140,43,5,2,3,2,0
4,749,43,18,2,3,5,2
2,85,43,13,1,2,2,3
2,375,43,8,2,3,2,0
2,375,43,10,2,2,2,0
3,114.99999999999999,43,13,2,2,3,0
3,676,43,40,1,2,3,2
1,114.99999999999999,43,17,2,3,1,1
1,95,43,7,2,3,1,0
2,600,43,2,2,2,2,1
2,191,43,4,1,2,2,3
2,415.00000000000006,43,7,2,2,2,2
2,110.00000000000001,43,8,1,3,2,1
1,96,43,1,2,3,1,0
3,575,43,17,2,3,3,3
2,215,43,7,2,2,2,1
2,315,43,9,1,2,2,2
3,418,43,35,2,1,3,3
2,315,43,0,1,3,2,1
2,124,43,6,2,2,2,0
1,85,43,20,2,1,2,0
4,1050,43,24,2,2,4,4
1,135,43,3,2,0,2,0
2,215,43,3,2,3,2,0
2,225,43,4,2,1,2,0
3,350,43,3,2,1,3,0
3,350,43,3,2,1,3,0
3,390,43,5,2,1,4,0
2,170,43,3,2,3,2,0
2,169,43,0,2,3,2,0
1,325,43,7,2,1,2,2
1,80,43,4,2,2,1,0
3,465.00000000000006,43,6,2,3,4,0
4,899,43,25,2,3,4,2
1,136,43,5,2,2,2,0
1,125,43,9,1,2,2,3
2,155,43,1,2,0,2,0
1,26,43,4,2,3,1,3
1,150,43,2,2,3,1,0
3,500,43,4,2,2,3,0
1,108,43,5,1,3,1,0
3,325,43,10,1,3,3,0
3,900,43,6,2,2,3,1
3,610,43,25,2,3,3,3
2,440.00000000000006,43,10,2,2,2,0
2,90,43,2,2,2,2,0
2,475,43,5,2,3,2,1
2,95,43,3,2,3,2,3
2,100,43,11,1,2,2,4
2,160,43,8,2,2,2,0
2,180,43,8,2,1,2,0
1,110.00000000000001,43,6,2,2,2,0
1,114.99999999999999,43,3,2,2,2,0
3,430,43,14,2,3,3,1
1,140,43,6,2,2,2,0
1,69,43,5,2,3,1,0
2,155,43,10,2,3,2,0
6,680,43,25,2,3,6,6
2,170,43,4,2,3,2,1
2,150,43,0,1,3,2,0
2,280,43,6,2,2,2,3
4,585,43,9,2,3,5,5
5,690,43,11,2,3,6,6
3,128,43,17,1,2,3,5
4,1475,43,40,2,2,5,3
2,210,43,20,2,2,2,0
2,120,43,0,2,1,1,0
2,260,43,10,2,2,3,2
1,35,43,9,2,3,1,2
1,46,43,4,2,2,1,0
2,180,43,1,2,2,2,1
1,105,43,20,2,3,1,0
2,74,43,4,1,3,2,2
1,127,43,3,2,2,2,0
2,585,43,3,2,2,2,0
4,950,43,10,2,2,4,1
1,105,43,5,2,3,2,0
3,550,43,3,2,2,3,0
1,93,43,9,2,2,2,1
3,365,43,40,2,3,3,1
1,75,43,9,1,3,1,0
2,56,43,5,1,3,3,3
2,49.9,43,5,1,3,3,3
2,185,43,3,2,2,2,0
2,199,43,2,2,2,2,0
1,107,43,10,2,3,2,0
1,80,43,5,2,3,1,0
1,95,43,5,2,2,2,0
3,265,43,8,2,3,3,0
1,125,43,11,2,3,1,1
2,500,43,3,2,3,2,1
2,120,43,13,2,3,2,0
3,525,43,12,2,3,3,0
5,885,43,18,1,3,4,4
1,85,43,2,2,3,1,0
2,370,43,0,2,2,2,0
3,600,43,7,1,3,3,2
2,800,43,7,2,1,2,3
2,300,43,2,2,1,2,1
4,555,43,7,2,3,4,3
1,42.5,43,2,2,3,1,0
5,1050,43,21,2,3,5,2
3,400,43,1,2,1,3,0
4,885,43,16,2,3,4,4
3,575,43,4,2,3,3,0
3,580,43,9,2,2,3,3
2,184,43,6,2,2,2,0
2,190,43,12,1,3,2,0
3,250,43,15,1,3,3,0
2,199,43,7,1,3,2,0
3,390,43,11,2,3,2,3
2,200,43,4,2,3,2,1
5,850,43,16,1,1,5,6
1,85,43,5,2,1,1,0
2,140,43,1,2,1,1,0
3,313,43,28,1,2,3,0
3,395,43,28,2,3,3,0
3,399,43,28,1,3,3,0
